"","Cruise","Station","Day","Month","Year","Lat..deg.N.","Lon..deg.E.","Date_Num","Date","Depth","Temperature","X","X.1","X.2","day","month","year","season","Depth_sum"
"1","NMP_03_1","A",29,1,2003,29.46666667,34.92916667,37650,2003-01-29,0,22.3019,"","",NA,29,1,2003,"winter","<3m"
"2","NMP_03_1","A",29,1,2003,29.46666667,34.92916667,37650,2003-01-29,50,22.3149,"","",NA,29,1,2003,"winter","49.9-62m"
"3","NMP_03_1","A",29,1,2003,29.46666667,34.92916667,37650,2003-01-29,100,22.3237,"","",NA,29,1,2003,"winter","99-161m"
"4","NMP_03_1","A",29,1,2003,29.46666667,34.92916667,37650,2003-01-29,150,22.3328,"","",NA,29,1,2003,"winter","99-161m"
"5","NMP_03_1","A",29,1,2003,29.46666667,34.92916667,37650,2003-01-29,200,22.3354,"","",NA,29,1,2003,"winter","175-760m"
"6","NMP_03_1","A",29,1,2003,29.46666667,34.92916667,37650,2003-01-29,250,22.3418,"","",NA,29,1,2003,"winter","175-760m"
"7","NMP_03_1","A",29,1,2003,29.46666667,34.92916667,37650,2003-01-29,290,21.4168,"","",NA,29,1,2003,"winter","175-760m"
"8","NMP_03_1","A",29,1,2003,29.46666667,34.92916667,37650,2003-01-29,330,21.1276,"","",NA,29,1,2003,"winter","175-760m"
"9","NMP_03_1","A",29,1,2003,29.46666667,34.92916667,37650,2003-01-29,400,21.0485,"","",NA,29,1,2003,"winter","175-760m"
"10","NMP_03_1","A",29,1,2003,29.46666667,34.92916667,37650,2003-01-29,470,20.9917,"","",NA,29,1,2003,"winter","175-760m"
"11","NMP_03_1","A",29,1,2003,29.46666667,34.92916667,37650,2003-01-29,570,20.9373,"","",NA,29,1,2003,"winter","175-760m"
"12","NMP_03_2","A",16,2,2003,29.46666667,34.92916667,37668,2003-02-16,0,21.9469,"","",NA,16,2,2003,"winter","<3m"
"13","NMP_03_2","A",16,2,2003,29.46666667,34.92916667,37668,2003-02-16,20,21.9594,"","",NA,16,2,2003,"winter","7-21m"
"14","NMP_03_2","A",16,2,2003,29.46666667,34.92916667,37668,2003-02-16,40.2,21.9737,"","",NA,16,2,2003,"winter","38-41m"
"15","NMP_03_2","A",16,2,2003,29.46666667,34.92916667,37668,2003-02-16,59.6,21.9796,"","",NA,16,2,2003,"winter","49.9-62m"
"16","NMP_03_2","A",16,2,2003,29.46666667,34.92916667,37668,2003-02-16,79.6,21.9827,"","",NA,16,2,2003,"winter","70-90m"
"17","NMP_03_2","A",16,2,2003,29.46666667,34.92916667,37668,2003-02-16,100.6,21.9852,"","",NA,16,2,2003,"winter","99-161m"
"18","NMP_03_2","A",16,2,2003,29.46666667,34.92916667,37668,2003-02-16,152.9,21.9955,"","",NA,16,2,2003,"winter","99-161m"
"19","NMP_03_2","A",16,2,2003,29.46666667,34.92916667,37668,2003-02-16,199.6,22.005,"","",NA,16,2,2003,"winter","175-760m"
"20","NMP_03_2","A",16,2,2003,29.46666667,34.92916667,37668,2003-02-16,249.8,21.9945,"","",NA,16,2,2003,"winter","175-760m"
"21","NMP_03_2","A",16,2,2003,29.46666667,34.92916667,37668,2003-02-16,274.5,21.6997,"","",NA,16,2,2003,"winter","175-760m"
"22","NMP_03_2","A",16,2,2003,29.46666667,34.92916667,37668,2003-02-16,299.1,21.1701,"","",NA,16,2,2003,"winter","175-760m"
"23","NMP_03_2","A",16,2,2003,29.46666667,34.92916667,37668,2003-02-16,350.4,21.0991,"","",NA,16,2,2003,"winter","175-760m"
"24","NMP_03_2","A",16,2,2003,29.46666667,34.92916667,37668,2003-02-16,399.6,21.0475,"","",NA,16,2,2003,"winter","175-760m"
"25","NMP_03_2","A",16,2,2003,29.46666667,34.92916667,37668,2003-02-16,449.5,21.0117,"","",NA,16,2,2003,"winter","175-760m"
"26","NMP_03_2","A",16,2,2003,29.46666667,34.92916667,37668,2003-02-16,498.4,20.9799,"","",NA,16,2,2003,"winter","175-760m"
"27","NMP_03_2","A",16,2,2003,29.46666667,34.92916667,37668,2003-02-16,549,20.9361,"","",NA,16,2,2003,"winter","175-760m"
"28","NMP_03_2","A",16,2,2003,29.46666667,34.92916667,37668,2003-02-16,600.8,20.9032,"","",NA,16,2,2003,"winter","175-760m"
"29","NMP_03_2","A",16,2,2003,29.46666667,34.92916667,37668,2003-02-16,677.8,20.8834,"","",NA,16,2,2003,"winter","175-760m"
"30","NMP_03_3","A",20,3,2003,29.46666667,34.92916667,37700,2003-03-20,0.9,21.4949,"","",NA,20,3,2003,"spring","<3m"
"31","NMP_03_3","A",20,3,2003,29.46666667,34.92916667,37700,2003-03-20,19.3,21.4814,"","",NA,20,3,2003,"spring","7-21m"
"32","NMP_03_3","A",20,3,2003,29.46666667,34.92916667,37700,2003-03-20,49.9,21.481,"","",NA,20,3,2003,"spring","49.9-62m"
"33","NMP_03_3","A",20,3,2003,29.46666667,34.92916667,37700,2003-03-20,80.3,21.4862,"","",NA,20,3,2003,"spring","70-90m"
"34","NMP_03_3","A",20,3,2003,29.46666667,34.92916667,37700,2003-03-20,99.2,21.4902,"","",NA,20,3,2003,"spring","99-161m"
"35","NMP_03_3","A",20,3,2003,29.46666667,34.92916667,37700,2003-03-20,139.9,21.5,"","",NA,20,3,2003,"spring","99-161m"
"36","NMP_03_3","A",20,3,2003,29.46666667,34.92916667,37700,2003-03-20,200.5,21.5125,"","",NA,20,3,2003,"spring","175-760m"
"37","NMP_03_3","A",20,3,2003,29.46666667,34.92916667,37700,2003-03-20,249.8,21.5226,"","",NA,20,3,2003,"spring","175-760m"
"38","NMP_03_3","A",20,3,2003,29.46666667,34.92916667,37700,2003-03-20,298,21.5287,"","",NA,20,3,2003,"spring","175-760m"
"39","NMP_03_3","A",20,3,2003,29.46666667,34.92916667,37700,2003-03-20,350,21.5376,"","",NA,20,3,2003,"spring","175-760m"
"40","NMP_03_3","A",20,3,2003,29.46666667,34.92916667,37700,2003-03-20,393,21.5341,"","",NA,20,3,2003,"spring","175-760m"
"41","NMP_03_3","A",20,3,2003,29.46666667,34.92916667,37700,2003-03-20,416,21.2687,"","",NA,20,3,2003,"spring","175-760m"
"42","NMP_03_3","A",20,3,2003,29.46666667,34.92916667,37700,2003-03-20,433,21.1315,"","",NA,20,3,2003,"spring","175-760m"
"43","NMP_03_3","A",20,3,2003,29.46666667,34.92916667,37700,2003-03-20,498,21.0281,"","",NA,20,3,2003,"spring","175-760m"
"44","NMP_03_3","A",20,3,2003,29.46666667,34.92916667,37700,2003-03-20,600,20.9583,"","",NA,20,3,2003,"spring","175-760m"
"45","NMP_03_3","A",20,3,2003,29.46666667,34.92916667,37700,2003-03-20,640,20.925,"","",NA,20,3,2003,"spring","175-760m"
"46","NMP_03_3","A",20,3,2003,29.46666667,34.92916667,37700,2003-03-20,661,20.9206,"","",NA,20,3,2003,"spring","175-760m"
"47","NMP_03_3","A",20,3,2003,29.46666667,34.92916667,37700,2003-03-20,680,20.8882,"","",NA,20,3,2003,"spring","175-760m"
"48","NMP_03_3","A",20,3,2003,29.46666667,34.92916667,37700,2003-03-20,680.6,20.8882,"","",NA,20,3,2003,"spring","175-760m"
"49","NMP_03_4","A",13,4,2003,29.46666667,34.92916667,37724,2003-04-13,1,21.4556,"","",NA,13,4,2003,"spring","<3m"
"50","NMP_03_4","A",13,4,2003,29.46666667,34.92916667,37724,2003-04-13,20,21.4437,"","",NA,13,4,2003,"spring","7-21m"
"51","NMP_03_4","A",13,4,2003,29.46666667,34.92916667,37724,2003-04-13,40,21.4326,"","",NA,13,4,2003,"spring","38-41m"
"52","NMP_03_4","A",13,4,2003,29.46666667,34.92916667,37724,2003-04-13,50,21.4285,"","",NA,13,4,2003,"spring","49.9-62m"
"53","NMP_03_4","A",13,4,2003,29.46666667,34.92916667,37724,2003-04-13,60,21.3953,"","",NA,13,4,2003,"spring","49.9-62m"
"54","NMP_03_4","A",13,4,2003,29.46666667,34.92916667,37724,2003-04-13,80,21.3659,"","",NA,13,4,2003,"spring","70-90m"
"55","NMP_03_4","A",13,4,2003,29.46666667,34.92916667,37724,2003-04-13,100,21.3678,"","",NA,13,4,2003,"spring","99-161m"
"56","NMP_03_4","A",13,4,2003,29.46666667,34.92916667,37724,2003-04-13,150,21.3752,"","",NA,13,4,2003,"spring","99-161m"
"57","NMP_03_4","A",13,4,2003,29.46666667,34.92916667,37724,2003-04-13,200,21.3635,"","",NA,13,4,2003,"spring","175-760m"
"58","NMP_03_4","A",13,4,2003,29.46666667,34.92916667,37724,2003-04-13,250,21.368,"","",NA,13,4,2003,"spring","175-760m"
"59","NMP_03_4","A",13,4,2003,29.46666667,34.92916667,37724,2003-04-13,300,21.377,"","",NA,13,4,2003,"spring","175-760m"
"60","NMP_03_4","A",13,4,2003,29.46666667,34.92916667,37724,2003-04-13,358,21.3408,"","",NA,13,4,2003,"spring","175-760m"
"61","NMP_03_4","A",13,4,2003,29.46666667,34.92916667,37724,2003-04-13,400,21.1166,"","",NA,13,4,2003,"spring","175-760m"
"62","NMP_03_4","A",13,4,2003,29.46666667,34.92916667,37724,2003-04-13,420,21.0274,"","",NA,13,4,2003,"spring","175-760m"
"63","NMP_03_4","A",13,4,2003,29.46666667,34.92916667,37724,2003-04-13,450,20.9905,"","",NA,13,4,2003,"spring","175-760m"
"64","NMP_03_4","A",13,4,2003,29.46666667,34.92916667,37724,2003-04-13,500,20.9726,"","",NA,13,4,2003,"spring","175-760m"
"65","NMP_03_4","A",13,4,2003,29.46666667,34.92916667,37724,2003-04-13,600,20.9468,"","",NA,13,4,2003,"spring","175-760m"
"66","NMP_03_4","A",13,4,2003,29.46666667,34.92916667,37724,2003-04-13,650,20.9403,"","",NA,13,4,2003,"spring","175-760m"
"67","NMP_03_4","A",13,4,2003,29.46666667,34.92916667,37724,2003-04-13,700,20.9354,"","",NA,13,4,2003,"spring","175-760m"
"68","NMP_03_4","A",13,4,2003,29.46666667,34.92916667,37724,2003-04-13,723,20.9351,"","",NA,13,4,2003,"spring","175-760m"
"69","NMP_03_5","A",11,5,2003,29.46666667,34.92916667,37752,2003-05-11,0,22.8877,"","",NA,11,5,2003,"spring","<3m"
"70","NMP_03_5","A",11,5,2003,29.46666667,34.92916667,37752,2003-05-11,20,22.443,"","",NA,11,5,2003,"spring","7-21m"
"71","NMP_03_5","A",11,5,2003,29.46666667,34.92916667,37752,2003-05-11,40,22.1875,"","",NA,11,5,2003,"spring","38-41m"
"72","NMP_03_5","A",11,5,2003,29.46666667,34.92916667,37752,2003-05-11,60,21.8854,"","",NA,11,5,2003,"spring","49.9-62m"
"73","NMP_03_5","A",11,5,2003,29.46666667,34.92916667,37752,2003-05-11,80,21.7702,"","",NA,11,5,2003,"spring","70-90m"
"74","NMP_03_5","A",11,5,2003,29.46666667,34.92916667,37752,2003-05-11,100,21.7776,"","",NA,11,5,2003,"spring","99-161m"
"75","NMP_03_5","A",11,5,2003,29.46666667,34.92916667,37752,2003-05-11,120,21.67585,"","",NA,11,5,2003,"spring","99-161m"
"76","NMP_03_5","A",11,5,2003,29.46666667,34.92916667,37752,2003-05-11,140,21.6333,"","",NA,11,5,2003,"spring","99-161m"
"77","NMP_03_5","A",11,5,2003,29.46666667,34.92916667,37752,2003-05-11,160,21.601,"","",NA,11,5,2003,"spring","99-161m"
"78","NMP_03_5","A",11,5,2003,29.46666667,34.92916667,37752,2003-05-11,180,21.5371,"","",NA,11,5,2003,"spring","175-760m"
"79","NMP_03_5","A",11,5,2003,29.46666667,34.92916667,37752,2003-05-11,220,21.46325,"","",NA,11,5,2003,"spring","175-760m"
"80","NMP_03_5","A",11,5,2003,29.46666667,34.92916667,37752,2003-05-11,250,21.42772083,"","",NA,11,5,2003,"spring","175-760m"
"81","NMP_03_5","A",11,5,2003,29.46666667,34.92916667,37752,2003-05-11,299,21.40215217,"","",NA,11,5,2003,"spring","175-760m"
"82","NMP_03_5","A",11,5,2003,29.46666667,34.92916667,37752,2003-05-11,350,21.36209524,"","",NA,11,5,2003,"spring","175-760m"
"83","NMP_03_5","A",11,5,2003,29.46666667,34.92916667,37752,2003-05-11,370,21.3098,"","",NA,11,5,2003,"spring","175-760m"
"84","NMP_03_5","A",11,5,2003,29.46666667,34.92916667,37752,2003-05-11,400,21.13561538,"","",NA,11,5,2003,"spring","175-760m"
"85","NMP_03_5","A",11,5,2003,29.46666667,34.92916667,37752,2003-05-11,450,21.0185087,"","",NA,11,5,2003,"spring","175-760m"
"86","NMP_03_5","A",11,5,2003,29.46666667,34.92916667,37752,2003-05-11,500,20.99279429,"","",NA,11,5,2003,"spring","175-760m"
"87","NMP_03_5","A",11,5,2003,29.46666667,34.92916667,37752,2003-05-11,550,20.97679286,"","",NA,11,5,2003,"spring","175-760m"
"88","NMP_03_5","A",11,5,2003,29.46666667,34.92916667,37752,2003-05-11,600,20.9581,"","",NA,11,5,2003,"spring","175-760m"
"89","NMP_03_5","A",11,5,2003,29.46666667,34.92916667,37752,2003-05-11,650,20.9335,"","",NA,11,5,2003,"spring","175-760m"
"90","NMP_03_5","A",11,5,2003,29.46666667,34.92916667,37752,2003-05-11,706,20.91016667,"","",NA,11,5,2003,"spring","175-760m"
"91","NMP_03_6","A",15,6,2003,29.46666667,34.92916667,37787,2003-06-15,1.2,25.01185,"","",NA,15,6,2003,"summer","<3m"
"92","NMP_03_6","A",15,6,2003,29.46666667,34.92916667,37787,2003-06-15,20,24.3836,"","",NA,15,6,2003,"summer","7-21m"
"93","NMP_03_6","A",15,6,2003,29.46666667,34.92916667,37787,2003-06-15,40,23.70765,"","",NA,15,6,2003,"summer","38-41m"
"94","NMP_03_6","A",15,6,2003,29.46666667,34.92916667,37787,2003-06-15,61,23.18225,"","",NA,15,6,2003,"summer","49.9-62m"
"95","NMP_03_6","A",15,6,2003,29.46666667,34.92916667,37787,2003-06-15,80,22.6308,"","",NA,15,6,2003,"summer","70-90m"
"96","NMP_03_6","A",15,6,2003,29.46666667,34.92916667,37787,2003-06-15,90,22.397,"","",NA,15,6,2003,"summer","70-90m"
"97","NMP_03_6","A",15,6,2003,29.46666667,34.92916667,37787,2003-06-15,101,22.152,"","",NA,15,6,2003,"summer","99-161m"
"98","NMP_03_6","A",15,6,2003,29.46666667,34.92916667,37787,2003-06-15,150,21.634475,"","",NA,15,6,2003,"summer","99-161m"
"99","NMP_03_6","A",15,6,2003,29.46666667,34.92916667,37787,2003-06-15,201,21.4519,"","",NA,15,6,2003,"summer","175-760m"
"100","NMP_03_6","A",15,6,2003,29.46666667,34.92916667,37787,2003-06-15,251,21.40086471,"","",NA,15,6,2003,"summer","175-760m"
"101","NMP_03_6","A",15,6,2003,29.46666667,34.92916667,37787,2003-06-15,299,21.37402333,"","",NA,15,6,2003,"summer","175-760m"
"102","NMP_03_6","A",15,6,2003,29.46666667,34.92916667,37787,2003-06-15,350,21.22078889,"","",NA,15,6,2003,"summer","175-760m"
"103","NMP_03_6","A",15,6,2003,29.46666667,34.92916667,37787,2003-06-15,450,21.03829167,"","",NA,15,6,2003,"summer","175-760m"
"104","NMP_03_6","A",15,6,2003,29.46666667,34.92916667,37787,2003-06-15,500,20.99197,"","",NA,15,6,2003,"summer","175-760m"
"105","NMP_03_6","A",15,6,2003,29.46666667,34.92916667,37787,2003-06-15,549,20.95198276,"","",NA,15,6,2003,"summer","175-760m"
"106","NMP_03_6","A",15,6,2003,29.46666667,34.92916667,37787,2003-06-15,600,20.92377391,"","",NA,15,6,2003,"summer","175-760m"
"107","NMP_03_6","A",15,6,2003,29.46666667,34.92916667,37787,2003-06-15,650,20.906075,"","",NA,15,6,2003,"summer","175-760m"
"108","NMP_03_6","A",15,6,2003,29.46666667,34.92916667,37787,2003-06-15,700,20.89141111,"","",NA,15,6,2003,"summer","175-760m"
"109","NMP_03_6","A",15,6,2003,29.46666667,34.92916667,37787,2003-06-15,747,20.88589697,"","",NA,15,6,2003,"summer","175-760m"
"110","NMP_03_7","A",13,7,2003,29.46666667,34.92916667,37815,2003-07-13,0,26.56725833,"","",NA,13,7,2003,"summer","<3m"
"111","NMP_03_7","A",13,7,2003,29.46666667,34.92916667,37815,2003-07-13,20,25.6296,"","",NA,13,7,2003,"summer","7-21m"
"112","NMP_03_7","A",13,7,2003,29.46666667,34.92916667,37815,2003-07-13,40,24.7822,"","",NA,13,7,2003,"summer","38-41m"
"113","NMP_03_7","A",13,7,2003,29.46666667,34.92916667,37815,2003-07-13,60,24.15163333,"","",NA,13,7,2003,"summer","49.9-62m"
"114","NMP_03_7","A",13,7,2003,29.46666667,34.92916667,37815,2003-07-13,80,23.5117,"","",NA,13,7,2003,"summer","70-90m"
"115","NMP_03_7","A",13,7,2003,29.46666667,34.92916667,37815,2003-07-13,100,22.9986,"","",NA,13,7,2003,"summer","99-161m"
"116","NMP_03_7","A",13,7,2003,29.46666667,34.92916667,37815,2003-07-13,125,22.4111,"","",NA,13,7,2003,"summer","99-161m"
"117","NMP_03_7","A",13,7,2003,29.46666667,34.92916667,37815,2003-07-13,150,21.9266,"","",NA,13,7,2003,"summer","99-161m"
"118","NMP_03_7","A",13,7,2003,29.46666667,34.92916667,37815,2003-07-13,200,21.47863333,"","",NA,13,7,2003,"summer","175-760m"
"119","NMP_03_7","A",13,7,2003,29.46666667,34.92916667,37815,2003-07-13,250,21.40115556,"","",NA,13,7,2003,"summer","175-760m"
"120","NMP_03_7","A",13,7,2003,29.46666667,34.92916667,37815,2003-07-13,300,21.348725,"","",NA,13,7,2003,"summer","175-760m"
"121","NMP_03_7","A",13,7,2003,29.46666667,34.92916667,37815,2003-07-13,350,21.24936,"","",NA,13,7,2003,"summer","175-760m"
"122","NMP_03_7","A",13,7,2003,29.46666667,34.92916667,37815,2003-07-13,400,21.08725238,"","",NA,13,7,2003,"summer","175-760m"
"123","NMP_03_7","A",13,7,2003,29.46666667,34.92916667,37815,2003-07-13,450,21.02728333,"","",NA,13,7,2003,"summer","175-760m"
"124","NMP_03_7","A",13,7,2003,29.46666667,34.92916667,37815,2003-07-13,500,20.97816471,"","",NA,13,7,2003,"summer","175-760m"
"125","NMP_03_7","A",13,7,2003,29.46666667,34.92916667,37815,2003-07-13,550,20.94184667,"","",NA,13,7,2003,"summer","175-760m"
"126","NMP_03_7","A",13,7,2003,29.46666667,34.92916667,37815,2003-07-13,600,20.9265,"","",NA,13,7,2003,"summer","175-760m"
"127","NMP_03_7","A",13,7,2003,29.46666667,34.92916667,37815,2003-07-13,675,20.9022,"","",NA,13,7,2003,"summer","175-760m"
"128","NMP_03_7","A",13,7,2003,29.46666667,34.92916667,37815,2003-07-13,720,20.8966,"","",NA,13,7,2003,"summer","175-760m"
"129","NMP_03_8","A",10,8,2003,29.46666667,34.92916667,37843,2003-08-10,1,26.581125,"","",NA,10,8,2003,"summer","<3m"
"130","NMP_03_8","A",10,8,2003,29.46666667,34.92916667,37843,2003-08-10,20,26.33955,"","",NA,10,8,2003,"summer","7-21m"
"131","NMP_03_8","A",10,8,2003,29.46666667,34.92916667,37843,2003-08-10,40,25.4114,"","",NA,10,8,2003,"summer","38-41m"
"132","NMP_03_8","A",10,8,2003,29.46666667,34.92916667,37843,2003-08-10,60,24.9076,"","",NA,10,8,2003,"summer","49.9-62m"
"133","NMP_03_8","A",10,8,2003,29.46666667,34.92916667,37843,2003-08-10,85,24.22735,"","",NA,10,8,2003,"summer","70-90m"
"134","NMP_03_8","A",10,8,2003,29.46666667,34.92916667,37843,2003-08-10,106,23.449,"","",NA,10,8,2003,"summer","99-161m"
"135","NMP_03_8","A",10,8,2003,29.46666667,34.92916667,37843,2003-08-10,125,22.8847,"","",NA,10,8,2003,"summer","99-161m"
"136","NMP_03_8","A",10,8,2003,29.46666667,34.92916667,37843,2003-08-10,150,22.1868,"","",NA,10,8,2003,"summer","99-161m"
"137","NMP_03_8","A",10,8,2003,29.46666667,34.92916667,37843,2003-08-10,175,21.6886,"","",NA,10,8,2003,"summer","175-760m"
"138","NMP_03_8","A",10,8,2003,29.46666667,34.92916667,37843,2003-08-10,200,21.533825,"","",NA,10,8,2003,"summer","175-760m"
"139","NMP_03_8","A",10,8,2003,29.46666667,34.92916667,37843,2003-08-10,225,21.4329,"","",NA,10,8,2003,"summer","175-760m"
"140","NMP_03_8","A",10,8,2003,29.46666667,34.92916667,37843,2003-08-10,250,21.3943,"","",NA,10,8,2003,"summer","175-760m"
"141","NMP_03_8","A",10,8,2003,29.46666667,34.92916667,37843,2003-08-10,275,21.3622,"","",NA,10,8,2003,"summer","175-760m"
"142","NMP_03_8","A",10,8,2003,29.46666667,34.92916667,37843,2003-08-10,300,21.32673333,"","",NA,10,8,2003,"summer","175-760m"
"143","NMP_03_8","A",10,8,2003,29.46666667,34.92916667,37843,2003-08-10,350,21.1523,"","",NA,10,8,2003,"summer","175-760m"
"144","NMP_03_8","A",10,8,2003,29.46666667,34.92916667,37843,2003-08-10,400,21.0682,"","",NA,10,8,2003,"summer","175-760m"
"145","NMP_03_8","A",10,8,2003,29.46666667,34.92916667,37843,2003-08-10,450,21.01951429,"","",NA,10,8,2003,"summer","175-760m"
"146","NMP_03_8","A",10,8,2003,29.46666667,34.92916667,37843,2003-08-10,500,20.95965,"","",NA,10,8,2003,"summer","175-760m"
"147","NMP_03_8","A",10,8,2003,29.46666667,34.92916667,37843,2003-08-10,550,20.936432,"","",NA,10,8,2003,"summer","175-760m"
"148","NMP_03_8","A",10,8,2003,29.46666667,34.92916667,37843,2003-08-10,600,20.92556316,"","",NA,10,8,2003,"summer","175-760m"
"149","NMP_03_8","A",10,8,2003,29.46666667,34.92916667,37843,2003-08-10,625,20.92356667,"","",NA,10,8,2003,"summer","175-760m"
"150","NMP_03_8","A",10,8,2003,29.46666667,34.92916667,37843,2003-08-10,666,20.89745,"","",NA,10,8,2003,"summer","175-760m"
"151","NMP_03_9","A",14,9,2003,29.46666667,34.92916667,37878,2003-09-14,1,26.5015,"","",NA,14,9,2003,"autumn","<3m"
"152","NMP_03_9","A",14,9,2003,29.46666667,34.92916667,37878,2003-09-14,20,26.4468,"","",NA,14,9,2003,"autumn","7-21m"
"153","NMP_03_9","A",14,9,2003,29.46666667,34.92916667,37878,2003-09-14,40,25.4016,"","",NA,14,9,2003,"autumn","38-41m"
"154","NMP_03_9","A",14,9,2003,29.46666667,34.92916667,37878,2003-09-14,60,24.5882,"","",NA,14,9,2003,"autumn","49.9-62m"
"155","NMP_03_9","A",14,9,2003,29.46666667,34.92916667,37878,2003-09-14,70,24.3128,"","",NA,14,9,2003,"autumn","70-90m"
"156","NMP_03_9","A",14,9,2003,29.46666667,34.92916667,37878,2003-09-14,85,23.4032,"","",NA,14,9,2003,"autumn","70-90m"
"157","NMP_03_9","A",14,9,2003,29.46666667,34.92916667,37878,2003-09-14,99,23.2446,"","",NA,14,9,2003,"autumn","99-161m"
"158","NMP_03_9","A",14,9,2003,29.46666667,34.92916667,37878,2003-09-14,119,22.6421,"","",NA,14,9,2003,"autumn","99-161m"
"159","NMP_03_9","A",14,9,2003,29.46666667,34.92916667,37878,2003-09-14,150,22.2233,"","",NA,14,9,2003,"autumn","99-161m"
"160","NMP_03_9","A",14,9,2003,29.46666667,34.92916667,37878,2003-09-14,200,21.6007,"","",NA,14,9,2003,"autumn","175-760m"
"161","NMP_03_9","A",14,9,2003,29.46666667,34.92916667,37878,2003-09-14,250,21.3943,"","",NA,14,9,2003,"autumn","175-760m"
"162","NMP_03_9","A",14,9,2003,29.46666667,34.92916667,37878,2003-09-14,300,21.3157,"","",NA,14,9,2003,"autumn","175-760m"
"163","NMP_03_9","A",14,9,2003,29.46666667,34.92916667,37878,2003-09-14,350,21.1433,"","",NA,14,9,2003,"autumn","175-760m"
"164","NMP_03_9","A",14,9,2003,29.46666667,34.92916667,37878,2003-09-14,400,21.0593,"","",NA,14,9,2003,"autumn","175-760m"
"165","NMP_03_9","A",14,9,2003,29.46666667,34.92916667,37878,2003-09-14,450,21.0156,"","",NA,14,9,2003,"autumn","175-760m"
"166","NMP_03_9","A",14,9,2003,29.46666667,34.92916667,37878,2003-09-14,500,20.9749,"","",NA,14,9,2003,"autumn","175-760m"
"167","NMP_03_9","A",14,9,2003,29.46666667,34.92916667,37878,2003-09-14,550,20.9391,"","",NA,14,9,2003,"autumn","175-760m"
"168","NMP_03_9","A",14,9,2003,29.46666667,34.92916667,37878,2003-09-14,600,20.9204,"","",NA,14,9,2003,"autumn","175-760m"
"169","NMP_03_9","A",14,9,2003,29.46666667,34.92916667,37878,2003-09-14,650,20.9014,"","",NA,14,9,2003,"autumn","175-760m"
"170","NMP_03_9","A",14,9,2003,29.46666667,34.92916667,37878,2003-09-14,700,20.9016,"","",NA,14,9,2003,"autumn","175-760m"
"171","NMP_03_9","A",14,9,2003,29.46666667,34.92916667,37878,2003-09-14,720,20.8937,"","",NA,14,9,2003,"autumn","175-760m"
"172","NMP_03_10","A",26,10,2003,29.46666667,34.92916667,37920,2003-10-26,0,25.0253,"","",NA,26,10,2003,"autumn","<3m"
"173","NMP_03_10","A",26,10,2003,29.46666667,34.92916667,37920,2003-10-26,20,24.7681,"","",NA,26,10,2003,"autumn","7-21m"
"174","NMP_03_10","A",26,10,2003,29.46666667,34.92916667,37920,2003-10-26,40,24.6673,"","",NA,26,10,2003,"autumn","38-41m"
"175","NMP_03_10","A",26,10,2003,29.46666667,34.92916667,37920,2003-10-26,60,24.613,"","",NA,26,10,2003,"autumn","49.9-62m"
"176","NMP_03_10","A",26,10,2003,29.46666667,34.92916667,37920,2003-10-26,80,24.5515,"","",NA,26,10,2003,"autumn","70-90m"
"177","NMP_03_10","A",26,10,2003,29.46666667,34.92916667,37920,2003-10-26,100,24.5192,"","",NA,26,10,2003,"autumn","99-161m"
"178","NMP_03_10","A",26,10,2003,29.46666667,34.92916667,37920,2003-10-26,125,23.7006,"","",NA,26,10,2003,"autumn","99-161m"
"179","NMP_03_10","A",26,10,2003,29.46666667,34.92916667,37920,2003-10-26,150,22.3943,"","",NA,26,10,2003,"autumn","99-161m"
"180","NMP_03_10","A",26,10,2003,29.46666667,34.92916667,37920,2003-10-26,200,21.6266,"","",NA,26,10,2003,"autumn","175-760m"
"181","NMP_03_10","A",26,10,2003,29.46666667,34.92916667,37920,2003-10-26,200,21.6266,"","",NA,26,10,2003,"autumn","175-760m"
"182","NMP_03_10","A",26,10,2003,29.46666667,34.92916667,37920,2003-10-26,250,21.396,"","",NA,26,10,2003,"autumn","175-760m"
"183","NMP_03_10","A",26,10,2003,29.46666667,34.92916667,37920,2003-10-26,300,21.2541,"","",NA,26,10,2003,"autumn","175-760m"
"184","NMP_03_10","A",26,10,2003,29.46666667,34.92916667,37920,2003-10-26,350,21.1587,"","",NA,26,10,2003,"autumn","175-760m"
"185","NMP_03_10","A",26,10,2003,29.46666667,34.92916667,37920,2003-10-26,400,21.0526,"","",NA,26,10,2003,"autumn","175-760m"
"186","NMP_03_10","A",26,10,2003,29.46666667,34.92916667,37920,2003-10-26,450,21.0047,"","",NA,26,10,2003,"autumn","175-760m"
"187","NMP_03_10","A",26,10,2003,29.46666667,34.92916667,37920,2003-10-26,500,20.9771,"","",NA,26,10,2003,"autumn","175-760m"
"188","NMP_03_10","A",26,10,2003,29.46666667,34.92916667,37920,2003-10-26,551,20.9516,"","",NA,26,10,2003,"autumn","175-760m"
"189","NMP_03_10","A",26,10,2003,29.46666667,34.92916667,37920,2003-10-26,600,20.9279,"","",NA,26,10,2003,"autumn","175-760m"
"190","NMP_03_10","A",26,10,2003,29.46666667,34.92916667,37920,2003-10-26,650,20.9208,"","",NA,26,10,2003,"autumn","175-760m"
"191","NMP_03_10","A",26,10,2003,29.46666667,34.92916667,37920,2003-10-26,690,20.9093,"","",NA,26,10,2003,"autumn","175-760m"
